"Names","Gender"
"آکام","F"
"اکبای","M"
"اکبر آقا","M"
"اکبر خدا","M"
"اکبر رضا","M"
"اکبر علی","M"
"اکبراقا","M"
"اکبرخان","M"
"اکبررضا","M"
"اکبرعلی","M"
"اکبرقلی","M"
"اکبری","M"
"اکتای","F"
"اکدم","F"
"اکر","M"
"اکرام","M"
"اکرام اله","M"
"اکرام بگ","M"
"اکرک","M"
"اکرم","M"
"اکرم السادت","F"
"اکرم الملوک","F"
"اکرم بانو","F"
"اکرم بیگم","F"
"اکرم خاتون","F"
"اکرم خان","M"
"اکرم خانم","F"
"اکرم علی","M"
"اکرمال","M"
"اکرمعلی","M"
"اکرمه","F"
"اکرنم","M"
"اکرو","M"
"اکسانا","F"
"اکو","M"
"آکو حمه","M"
"آکوان","M"
"اکیبر","M"
"اکید علی","M"
"اکیر","M"
"اکیرم","M"
"اکیه","F"
"اگتای","M"
"آگری","M"
"اگرین","M"
"اگله","M"
"ال ناره","F"
"ال ناز","F"
"ال هه","F"
"ال یار","M"
"ال	ام","F"
"الا","M"
"الا بخش","M"
"آلاء","M"
"الاله","M"
"الالیا","M"
"الام","M"
"الام برن","M"
"آلان","M"
"الانه","M"
"الاه","M"
"الاه رسول","M"
"الاه وردی","M"
"الاه یار","M"
"الاهه","F"
"الاهیه","F"
"الایار","M"
"الب ارسلان","M"
"البرز","M"
"البوالحسن","M"
"آلپای","M"
"الپر","M"
"التافت","F"
"التزام","F"
"التغات","M"
"التفات","F"
"التفات علی","M"
"التفاتعلی","M"
"التفاد","M"
"التفاط","M"
"التماس","M"
"التنا","M"
"التنای","M"
"التون","M"
"التی","M"
"آلتین آی","M"
"آلتین ساین","M"
"التینای","M"
"الچین","M"
"الحترام","M"
"الحداد","M"
"الحقلی","M"
"الخام","M"
"الدوز","M"
"الدوزه","M"
"آلدین","M"
"الراهیم","M"
"الرحمان","M"
"الرحمن","M"
"الزا","M"
"الزهرا","F"
"الساء","F"
"الساس","F"
"السانا","F"
"الشان","F"
"الشن","M"
"الشنه","F"
"الصفات علی","M"
"الطاف","F"
"الطفات","F"
"الطفات علی","M"
"العام","F"
"العباس","M"
"العظیم","M"
"الف","M"
"الف اله","M"
"الف خان","M"
"الفات","M"
"الفت","M"
"الفرد","M"
"الفیه","M"
"القاس","M"
"الکساندر","M"
"آلکسی","M"
"آلکو","M"
"الگا","M"
"الگار","M"
"اللر","M"
"الله","M"
"الله ویردی","M"
"الله بخش","M"
"الله بخشی","M"
"الله پناه","M"
"الله حسین","M"
"الله داد","M"
"الله رحم","M"
"الله رضا","M"
"الله شتر","M"
"الله شکر","M"
"الله شکور","M"
"الله قلی","M"
"الله کرم","M"
"الله محمد","M"
"الله مراد","M"
"الله مهدی","M"
"الله نظر","M"
"الله نور","M"
"الله ورد","M"
"الله وردی","M"
"الله ورن","M"
"الله ویرن","M"
"الله ویزن","M"
"الله یار","M"
"اللهشکر","M"
"اللهقلی","M"
"اللهه","M"
"اللهوردی","M"
"اللهویدی","M"
"اللهویردی","M"
"اللهی","M"
"اللهیار","M"
"الما","M"
"المار","M"
"آلمارا","F"
"الماز","F"
"الماس","F"
"الماس بگ","M"
"الملس","M"
"المه گل","F"
"المیرا","F"
"المیزرا","F"
"المیناز","F"
"آلن","M"
"النا","F"
"الناره","F"
"الناز","F"
"الناز سادت","F"
"النازال","F"
"الناس","M"
"النقی","M"
"النور","M"
"اله","M"
"اله الدین","M"
"اله بخش","M"
"اله بداشت","M"
"اله بردی","M"
"اله برن","M"
"اله جان","M"
"اله حسین","M"
"اله داد","M"
"اله دردی","M"
"اله رحم","M"
"اله رحیم","M"
"اله رضا","M"
"اله سجاد","M"
"اله شکر","M"
"اله قلی","M"
"اله کرم","M"
"اله کریم","M"
"اله مراد","M"
"اله نظر","M"
"اله نور","M"
"اله وردی","M"
"اله ورن","M"
"اله ویردی","M"
"اله یار","M"
"اله	بردی","M"
"اله	ویردی","M"
"الها م","F"
"الهام ال","F"
"الهام بیگ","F"
"الهام علی","M"
"الهامال","F"
"الهامه","F"
"الهتم","F"
"الهداد","M"
"الهردی","M"
"الهشکر","M"
"الهقلی","M"
"الهلم","M"
"الهم","M"
"الهم ال","M"
"الهمراد","M"
"الهه","F"
"الهه ال","F"
"الهورد","M"
"الهوردی","M"
"الهورن","M"
"الهوری","M"
"الهویردی","M"
"الهویردیی","M"
"الهویرردی","M"
"الهی","M"
"الهی بخش","M"
"الهی خان","M"
"الهیار","M"
"الهین بخش","M"
"الهیه","M"
"الهیوردی","M"
"الوان","M"
"آلوم","M"
"الوند","M"
"الویرا","M"
"الویس","M"
"الوین","M"
"الوینا","M"
"الویه","M"
"الیا","M"
"الیاء","M"
"الیاث","M"
"الیاد","M"
"الیار","M"
"الیاس","M"
"الیاس محمد","M"
"الیت محمد","M"
"الیخانی","M"
"الیرا","F"
"الیرافت","F"
"الیزا","F"
"الیزابت","F"
"الیس","F"
"الیشان","F"
"الیقان","M"
"آلیک","M"
"الیکا","F"
"الیلس","F"
"الینا","F"
"الیناز","F"
"الیه","F"
"ام البنی","F"
"ام البنین","F"
"ام ا لبنین","F"
"ام ابنین","F"
"ام اسد","F"
"ام البتی","F"
"ام البنبن","F"
"ام البین","F"
"ام البینه","F"
"ام البینین","F"
"ام الحبیبه","F"
"ام السلمه","F"
"ام السلیمه","F"
"ام الفروه","F"
"ام الکثوم","F"
"ام الکلثوم","F"
"ام المبنین","F"
"ام المنین","F"
"ام النبی","F"
"ام النبین","F"
"ام النین","F"
"ام الیلا","F"
"ام الینین","F"
"ام امبنین","F"
"ام امین","F"
"ام ایمن","F"
"ام بنین","F"
"ام حبیبه","F"
"ام سروه","F"
"ام سلم","F"
"ام سلمه","F"
"ام سلیم","F"
"ام سلیمه","F"
"ام عامر","F"
"ام فر","F"
"ام فروه","F"
"ام کلثوم","F"
"ام کلسوم","F"
"ام کلنوم","F"
"ام کلیم","F"
"ام گلثوم","F"
"ام لبنن","F"
"ام لبنین","F"
"ام لکلثوم","F"
"ام لیلی","F"
"ام نثا","F"
"ام نسا","F"
"ام هانی","F"
"ام ولد","F"
"اما","M"
"اما معلی","M"
"اما ن الله","M"
"امابنین","F"
"آماتیا","M"
"اماش","M"
"اماقلی","M"
"آمال","F"
"امالبنی","F"
"امالبنین","F"
"امالبینی","F"
"امام","M"
"امام الدین","M"
"امام بخش","M"
"امام برجی","M"
"امام بردی","M"
"امام بکر","M"
"امام داد","M"
"امام رسول","M"
"امام علی","M"
"امام قلی","M"
"امام محمد","M"
"امام ممد","M"
"امام وردی","M"
"امامعلی","M"
"امامقلس","M"
"امامقلی","M"
"امامن اله","M"
"امامه","F"
"اماموردی","M"
"امامویردی","M"
"امان","M"
"امان الله","M"
"امان اله","M"
"آمان باغی","M"
"امان بخت","M"
"امان بردی","M"
"امان بس","M"
"امان بی بی","F"
"امان بیبی","F"
"امان بیکه","M"
"امان تاج","F"
"امان دردی","F"
"امان سلطان","F"
"امان صحت","M"
"امان طلا","F"
"امان علی","M"
"امان قلی","M"
"امان قلیچ","M"
"امان گزل","F"
"امان گل","F"
"آمان گلدی","F"
"امان گلن","F"
"امان مراد","M"
"امان نظر","M"
"امان نفس","F"
"امان نیاز","F"
"اماناله","M"
"امانبای","M"
"امانت","F"
"آمانج","M"
"آماندا","F"
"اماندردی","F"
"امانسلطان","F"
"امانقلی","M"
"امانگل","F"
"امانگلدی","F"
"امانم محمد","M"
"امانمحمد","M"
"امانه","F"
"آمانوییل","M"
"امانی","M"
"امایتا","F"
"امایین","M"
"امبر","F"
"امبن","M"
"امبیز","M"
"امته اله","M"
"امجاد","M"
"امجد","M"
"امجد طاها","M"
"امجد علی","M"
"امحمدعظیم","M"
"امد","M"
"امداد","M"
"امداد علی","M"
"امده","F"
"امر","M"
"امر الله","M"
"امر اله","M"
"امر حسین","M"
"امر علی","M"
"امرا","M"
"امرا خان","M"
"امراح","M"
"امراد","M"
"امرالدین","M"
"امرالله","M"
"امراله","M"
"امراه","M"
"امرتاج","F"
"امرحسین","M"
"امردین","M"
"امرضیه","F"
"امرعلی","M"
"امرلا","M"
"امرلله","M"
"امرله","M"
"امرم","M"
"امری","F"
"امریضا","M"
"امسر حسین","M"
"امسه","M"
"امعلی","M"
"امل","F"
"امل بنین","F"
"املاک","M"
"املاک بانو","F"
"املبنین","M"
"املم علی","M"
"املیا","M"
"اممده","M"
"اممید","M"
"اممیر","M"
"امن","M"
"امن الله","M"
"امن اله","M"
"امن محمد","M"
"امن مراد","M"
"امناله","M"
"امنقلی","M"
"آمنه","F"
"امنه ال","F"
"امنه بابا","F"
"امنه بیگم","F"
"آمنه خاتون","F"
"آمنه زمان","F"
"امنه ساعادات","F"
"امنه صادات","F"
"امنیه","F"
"امه","F"
"امه البنین","F"
"امه ایمن","F"
"امه حبیبه","F"
"امه فیروزه","F"
"امه کاثوم","F"
"امه کثوم","F"
"امه کلثوم","F"
"امه کلسوم","F"
"امه گل","F"
"امه گلثوم","F"
"امه لیلا","F"
"امه لیلی","F"
"امه نسا","F"
"امه نساء","F"
"امه هانی","F"
"امه	حبیبه","F"
"امهانی","F"
"اموار","M"
"امواله","M"
"امور","M"
"آمونج","M"
"امی","F"
"امی حسین","F"
"امی قلی","F"
"امی مهدی","F"
"امیا","F"
"امیبن","M"
"امیت","M"
"آمیتا","F"
"آمیتیس","F"
"امید علی","M"
"امید احمد","M"
"امید جوان","M"
"امید ر ضا","M"
"امید رضا","M"
"امید قلی","M"
"امید قلیچ","M"
"امید گلدی","M"
"امید مراد","M"
"امید نجفی","M"
"امیداله","M"
"امیدجان","M"
"امیدحسام","M"
"امیدرضا","M"
"امیدعلی","M"
"امیده","F"
"امیدوار","M"
"امیدیداله","M"
"امیذحسین","M"
"امیر","M"
"امیر ارسلان","M"
"امیر جعفر","M"
"امیر چهره","M"
"امیر حسین","M"
"امیر عباس","M"
"امیر قاسم","M"
"امیر هوشنگ","M"
"امیر ابتین","M"
"امیر ابراهیم","M"
"امیر ابوالفضل","M"
"امیر احسان","M"
"امیر احمد","M"
"امیر ارسللان","M"
"امیر آرش","M"
"امیر اسعد","M"
"امیر اسلان","M"
"امیر اسماعیل","M"
"امیر اصغر","M"
"امیر اصف","M"
"امیر اصلان","M"
"امیر اعظم","M"
"امیر اعلا","M"
"امیر افشار","M"
"امیر آقا","M"
"امیر اکبر","M"
"امیر الله","M"
"امیر اله","M"
"امیر اله داد","M"
"امیر اوشن","M"
"امیر باقر","M"
"امیر بحرام","M"
"امیر بگ","M"
"امیر بهادر","M"
"امیر بهدر","M"
"امیر بهروز","M"
"امیر بهزاد","M"
"امیر پارسا","M"
"امیر پاشا","M"
"امیر پرهام","M"
"امیر پرور","M"
"امیر پرویز","M"
"امیر پژمان","M"
"امیر پشنگ","M"
"امیر پور","M"
"امیر پوریا","M"
"امیر پیام","M"
"امیر پیمان","M"
"امیر تاج","M"
"امیر توحید","M"
"امیر تیمور","M"
"امیر جان","M"
"امیر جواد","M"
"امیر حامد","M"
"امیر حجت","M"
"امیر حسام","M"
"امیر حسسین","M"
"امیر حسن","M"
"امیر حمزه","M"
"امیر خادم","M"
"امیر خان","M"
"امیر خسرو","M"
"امیر رضا","M"
"امیر رضا ","M"
"امیر زضا","M"
"امیر ساسان","M"
"امیر ساعد","M"
"امیر سالار","M"
"امیر سامان","M"
"امیر سجاد","M"
"امیر سردار","M"
"امیر سعید","M"
"امیر سلار","M"
"امیر سلیمان","M"
"امیر سهیل","M"
"امیر سیروس","M"
"امیر سینا","M"
"امیر شاهرخ","M"
"امیر شاهین","M"
"امیر شروین","M"
"امیر شعبان","M"
"امیر شهراد","M"
"امیر شهرام","M"
"امیر شهریار","M"
"امیر صادق","M"
"امیر صالح","M"
"امیر صدرا","M"
"امیر ضا","M"
"امیر طاهر","M"
"امیر عارف","M"
"امیر عبد الله","M"
"امیر عبداله","M"
"امیر عرفان","M"
"امیر عظیم","M"
"امیر علی","M"
"امیر علی اکبر","M"
"امیر عی","M"
"امیر غباس","M"
"امیر فخرالدین","M"
"امیر فرج","M"
"امیر فرخ","M"
"امیر فرزاد","M"
"امیر فریبرز","M"
"امیر فواد","M"
"امیر قلی","M"
"امیر کاظم","M"
"امیر کبیر","M"
"امیر کمال","M"
"امیر کیا","M"
"امیر کیانوش","M"
"امیر کیوان","M"
"امیر ماغ","M"
"امیر مالک","M"
"امیر مجید","M"
"امیر محسن","M"
"امیر محمخد","M"
"امیر محمد","M"
"امیر محمود","M"
"امیر مختار","M"
"امیر مراد","M"
"امیر مرتضوی","M"
"امیر مرتضی","M"
"امیر مسعود","M"
"امیر مسلم","M"
"امیر مصطفی","M"
"امیر معید","M"
"امیر معین","M"
"امیر منصور","M"
"امیر مهدی","M"
"امیر مهران","M"
"امیر مهیار","M"
"امیر موسی","M"
"امیر میثم","M"
"امیر نادر","M"
"امیر ناصر","M"
"امیر نژاد","M"
"امیر نصرالدین","M"
"امیر نصیر","M"
"امیر نوذر","M"
"امیر نوید","M"
"امیر هادی","M"
"امیر هاشم","M"
"امیر همایون","M"
"امیر هومن","M"
"امیر وثوق","M"
"امیر ولی","M"
"امیر یاسین","M"
"امیر یزدان","M"
"امیر یوسف","M"
"امیرا","F"
"امیراترک","M"
"امیراحسان","M"
"امیراحمد","M"
"امیرارسلان","M"
"امیرآرش","M"
"امیرآرشام","M"
"امیراسد","M"
"امیراسعد","M"
"امیراسکندر","M"
"امیراسماعیل","M"
"امیراسمعیل","M"
"امیراشکان","M"
"امیراصلان","M"
"امیرآقا","M"
"امیراکرم","M"
"امیرال","M"
"امیرالله","M"
"امیراله","M"
"امیراهوشنگ","M"
"امیربهادر","M"
"امیربهزاد","M"
"امیربهمن","M"
"امیربهنام","M"
"امیرپاشا","M"
"امیرپرویز","M"
"امیرتیام","M"
"امیرتیمور","M"
"امیرجان","M"
"امیرجاودان","M"
"امیرجعفر","M"
"امیرجمال","M"
"امیرجمشید","M"
"امیرجواد","M"
"امیرحجت","M"
"امیرحسام","M"
"امیرحسبن","M"
"امیرحسن","M"
"امیرحسین","M"
"امیرحمزه","M"
"امیرحیدر","M"
"امیرخسرو","M"
"امیررضا","M"
"امیرساسان","M"
"امیرسالار","M"
"امیرسامان","M"
"امیرسبحان","M"
"امیرسعید","M"
"امیرسهیل","M"
"امیرسینا","M"
"امیرشاه","M"
"امیرشاهین","M"
"امیرشهاب","M"
"امیرضا","M"
"امیرطالب","M"
"امیرعباس","M"
"امیرعبداله","M"
"امیرعطاء","M"
"امیرعلی","M"
"امیرعماد","M"
"امیرفرخ","M"
"امیرفرزاد","M"
"امیرفریبرز","M"
"امیرفواد","M"
"امیرقاسم","M"
"امیرقلی","M"
"امیرک","M"
"امیرکاظم","M"
"امیرکاوه","M"
"امیرکبیر","M"
"امیرمالک","M"
"امیرمحسن","M"
"امیرمحمد","M"
"امیرمحمود","M"
"امیرمرتضی","M"
"امیرمسعود","M"
"امیرمصنف","M"
"امیرمعراج","M"
"امیرمنصور","M"
"امیرمهدی","M"
"امیرمهراد","M"
"امیرمهرداد","M"
"امیرناصر","M"
"امیرنصرت","M"
"امیرنوید","M"
"امیرنیما","M"
"امیره","F"
"امیرهادی","M"
"امیرهژبر","M"
"امیرهمایون","M"
"امیرهوشنگ","M"
"امیری","M"
"امیریه","M"
"امیل","M"
"امیلیا","M"
"امیمه","M"
"امین","M"
"امین ا","M"
"امین ازاد","M"
"امین اقا","M"
"امین ال","M"
"امین الاه","M"
"امین الدوخت","F"
"امین الله","M"
"امین اله","M"
"امین بیک","M"
"امین تاج","M"
"امین حسین","M"
"امین رضا","M"
"امین سالار","M"
"امین علی","M"
"امین محمد","M"
"امین نصیری","M"
"امینا","F"
"امیناله","M"
"امینته","M"
"امینعلی","M"
"امینه","F"
"امینه آغا","M"
"امینه ال","M"
"امیه","F"
"امییر","M"
"ان بیکی","M"
"ان قربان","M"
"انا","F"
"انا بخت","F"
"آنا بیکم","F"
"انا بیکه","F"
"انا تقان","F"
"آنا خانم","F"
"انا دردی","F"
"انا سلطان","F"
"انا صحت","F"
"آنا عراز","F"
"آنا قلی","F"
"انا قلیچ","F"
"آنا گلدی","F"
"انا محمد","F"
"آنا هیتا","F"
"آنا هید","F"
"آنا هییتا","F"
"آنا	محمد","F"
"انااراز","F"
"انابخت","F"
"انابل","F"
"آنابی بی","F"
"انابیرام","F"
"آناپلاد","F"
"اناپولاد","F"
"اناتاج","F"
"آناتولی","F"
"آناخانم","F"
"آناددی","F"
"انادردی","F"
"انادوردی","F"
"انار","F"
"انار تاج","F"
"اناری","F"
"آناش","F"
"اناصحت","F"
"اناقربان","F"
"اناقلی","F"
"اناقلیچ","F"
"آناک","F"
"آناگلدی","F"
"انالی","F"
"انام","F"
"انام الله","F"
"انام اله","F"
"انامحمد","F"
"انامراد","F"
"انامقلی","F"
"آنامولام","F"
"اناهیتا","F"
"اناهیتاا","F"
"آناهید","F"
"انبتا","F"
"انبر","M"
"انبیا","M"
"انبیاء","M"
"انبیای","M"
"آنت","M"
"آنتا","F"
"انتخاب","M"
"انتصار","M"
"انتظار","M"
"انتفات","M"
"انتقام","M"
"انتها","M"
"آنتونیو","M"
"آنتیس","F"
"انجان","M"
"انجه","M"
"انجی","M"
"اندر","M"
"اندرانیک","M"
"اندرو","M"
"آندروش","M"
"اندیشه","M"
"انزر گل","M"
